Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0.2979,37.03728,105155.73995,15.90555,0.05378,70.10309,0.01337,92.52503,0.00052,0.00548,23067.11627,0.0
0.298,37.03809,105159.87177,15.90618,0.05378,70.10135,0.01337,92.52393,0.00052,0.00548,23068.02263,0.0
0.2981,37.0389,105164.00371,15.9068,0.05378,70.09961,0.01337,92.52283,0.00052,0.00548,23068.92902,0.0
0.2982,37.0397,105168.13577,15.90743,0.05378,70.09786,0.01337,92.52173,0.00052,0.00548,23069.83543,0.0
0.2983,37.04051,105172.26794,15.90805,0.05377,70.09612,0.01337,92.52063,0.00052,0.00548,23070.74187,0.0
0.2984,37.04132,105176.40023,15.90868,0.05377,70.09438,0.01337,92.51953,0.00052,0.00548,23071.64834,0.0
0.2985,37.04213,105180.53264,15.9093,0.05377,70.09263,0.01337,92.51843,0.00052,0.00548,23072.55483,0.0
0.2986,37.04294,105184.66516,15.90993,0.05377,70.09089,0.01337,92.51734,0.00052,0.00548,23073.46135,0.0
0.2987,37.04375,105188.7978,15.91055,0.05377,70.08915,0.01337,92.51624,0.00052,0.00548,23074.36789,0.0
0.2988,37.04456,105192.93056,15.91118,0.05377,70.0874,0.01337,92.51514,0.00052,0.00548,23075.27446,0.0
0.2989,37.04537,105197.06344,15.9118,0.05377,70.08566,0.01338,92.51404,0.00052,0.00548,23076.18105,0.0
0.299,37.04618,105201.19643,15.91243,0.05377,70.08392,0.01338,92.51294,0.00052,0.00548,23077.08767,0.0
0.2991,37.04699,105205.32954,15.91305,0.05376,70.08217,0.01338,92.51184,0.00052,0.00548,23077.99431,0.0
0.2992,37.0478,105209.46276,15.91368,0.05376,70.08043,0.01338,92.51074,0.00052,0.00548,23078.90098,0.0
0.2993,37.04861,105213.59611,15.9143,0.05376,70.07868,0.01338,92.50964,0.00052,0.00548,23079.80768,0.0
0.2994,37.04942,105217.72957,15.91493,0.05376,70.07694,0.01338,92.50854,0.00052,0.00548,23080.7144,0.0
0.2995,37.05022,105221.86314,15.91555,0.05376,70.0752,0.01338,92.50745,0.00052,0.00548,23081.62115,0.0
0.2996,37.05103,105225.99684,15.91618,0.05376,70.07345,0.01338,92.50635,0.00052,0.00548,23082.52792,0.0
0.2997,37.05184,105230.13065,15.9168,0.05376,70.07171,0.01338,92.50525,0.00052,0.00548,23083.43472,0.0
0.2998,37.05265,105234.26458,15.91743,0.05375,70.06996,0.01338,92.50415,0.00052,0.00548,23084.34154,0.0
0.2999,37.05346,105238.39862,15.91806,0.05375,70.06822,0.01338,92.50305,0.00052,0.00548,23085.24839,0.0
0.3,37.05427,105242.53278,15.91868,0.05375,70.06647,0.01338,92.50195,0.00052,0.00548,23086.15527,0.0
0.3001,37.05508,105246.66706,15.91931,0.05375,70.06473,0.01338,92.50085,0.00052,0.00548,23087.06217,0.0
0.3002,37.05589,105250.80146,15.91993,0.05375,70.06299,0.01338,92.49975,0.00052,0.00548,23087.9691,0.0
0.3003,37.0567,105254.93597,15.92056,0.05375,70.06124,0.01338,92.49866,0.00052,0.00548,23088.87605,0.0
0.3004,37.05751,105259.0706,15.92118,0.05375,70.0595,0.01338,92.49756,0.00052,0.00548,23089.78303,0.0
0.3005,37.05832,105263.20534,15.92181,0.05375,70.05775,0.01338,92.49646,0.00052,0.00548,23090.69003,0.0
0.3006,37.05913,105267.34021,15.92243,0.05374,70.05601,0.01338,92.49536,0.00052,0.00548,23091.59706,0.0
0.3007,37.05994,105271.47519,15.92306,0.05374,70.05426,0.01338,92.49426,0.00052,0.00548,23092.50412,0.0
0.3008,37.06075,105275.61028,15.92368,0.05374,70.05252,0.01339,92.49316,0.00052,0.00548,23093.4112,0.0
0.3009,37.06156,105279.7455,15.92431,0.05374,70.05077,0.01339,92.49206,0.00052,0.00548,23094.31831,0.0
0.301,37.06236,105283.88083,15.92493,0.05374,70.04903,0.01339,92.49097,0.00052,0.00548,23095.22544,0.0
0.3011,37.06317,105288.01628,15.92556,0.05374,70.04728,0.01339,92.48987,0.00052,0.00548,23096.1326,0.0
0.3012,37.06398,105292.15184,15.92619,0.05374,70.04554,0.01339,92.48877,0.00052,0.00548,23097.03978,0.0
0.3013,37.06479,105296.28753,15.92681,0.05373,70.04379,0.01339,92.48767,0.00053,0.00547,23097.94699,0.0
0.3014,37.0656,105300.42333,15.92744,0.05373,70.04205,0.01339,92.48657,0.00053,0.00547,23098.85422,0.0
0.3015,37.06641,105304.55924,15.92806,0.05373,70.0403,0.01339,92.48547,0.00053,0.00547,23099.76148,0.0
0.3016,37.06722,105308.69527,15.92869,0.05373,70.03856,0.01339,92.48438,0.00053,0.00547,23100.66877,0.0
0.3017,37.06803,105312.83142,15.92931,0.05373,70.03681,0.01339,92.48328,0.00053,0.00547,23101.57608,0.0
0.3018,37.06884,105316.96769,15.92994,0.05373,70.03506,0.01339,92.48218,0.00053,0.00547,23102.48342,0.0
0.3019,37.06965,105321.10408,15.93056,0.05373,70.03332,0.01339,92.48108,0.00053,0.00547,23103.39078,0.0
0.302,37.07046,105325.24058,15.93119,0.05373,70.03157,0.01339,92.47998,0.00053,0.00547,23104.29817,0.0
0.3021,37.07127,105329.3772,15.93182,0.05372,70.02983,0.01339,92.47888,0.00053,0.00547,23105.20559,0.0
0.3022,37.07208,105333.51393,15.93244,0.05372,70.02808,0.01339,92.47778,0.00053,0.00547,23106.11303,0.0
0.3023,37.07289,105337.65078,15.93307,0.05372,70.02633,0.01339,92.47669,0.00053,0.00547,23107.02049,0.0
0.3024,37.0737,105341.78775,15.93369,0.05372,70.02459,0.01339,92.47559,0.00053,0.00547,23107.92798,0.0
0.3025,37.07451,105345.92484,15.93432,0.05372,70.02284,0.01339,92.47449,0.00053,0.00547,23108.8355,0.0
0.3026,37.07532,105350.06204,15.93494,0.05372,70.0211,0.01339,92.47339,0.00053,0.00547,23109.74304,0.0
0.3027,37.07613,105354.19936,15.93557,0.05372,70.01935,0.0134,92.47229,0.00053,0.00547,23110.65061,0.0
0.3028,37.07694,105358.3368,15.9362,0.05371,70.0176,0.0134,92.4712,0.00053,0.00547,23111.55821,0.0
0.3029,37.07774,105362.47435,15.93682,0.05371,70.01586,0.0134,92.4701,0.00053,0.00547,23112.46583,0.0
0.303,37.07855,105366.61202,15.93745,0.05371,70.01411,0.0134,92.469,0.00053,0.00547,23113.37347,0.0
0.3031,37.07936,105370.74981,15.93807,0.05371,70.01236,0.0134,92.4679,0.00053,0.00547,23114.28114,0.0
0.3032,37.08017,105374.88772,15.9387,0.05371,70.01062,0.0134,92.4668,0.00053,0.00547,23115.18884,0.0
0.3033,37.08098,105379.02574,15.93933,0.05371,70.00887,0.0134,92.4657,0.00053,0.00547,23116.09656,0.0
0.3034,37.08179,105383.16388,15.93995,0.05371,70.00712,0.0134,92.46461,0.00053,0.00547,23117.00431,0.0
0.3035,37.0826,105387.30213,15.94058,0.05371,70.00538,0.0134,92.46351,0.00053,0.00547,23117.91209,0.0
0.3036,37.08341,105391.44051,15.9412,0.0537,70.00363,0.0134,92.46241,0.00053,0.00547,23118.81989,0.0
0.3037,37.08422,105395.579,15.94183,0.0537,70.00188,0.0134,92.46131,0.00053,0.00547,23119.72771,0.0
0.3038,37.08503,105399.7176,15.94246,0.0537,70.00014,0.0134,92.46021,0.00053,0.00547,23120.63556,0.0
0.3039,37.08584,105403.85633,15.94308,0.0537,69.99839,0.0134,92.45912,0.00053,0.00547,23121.54344,0.0
0.304,37.08665,105407.99517,15.94371,0.0537,69.99664,0.0134,92.45802,0.00053,0.00547,23122.45134,0.0
0.3041,37.08746,105412.13413,15.94433,0.0537,69.9949,0.0134,92.45692,0.00053,0.00547,23123.35927,0.0
0.3042,37.08827,105416.2732,15.94496,0.0537,69.99315,0.0134,92.45582,0.00053,0.00547,23124.26722,0.0
0.3043,37.08908,105420.41239,15.94559,0.05369,69.9914,0.0134,92.45472,0.00053,0.00547,23125.1752,0.0
0.3044,37.08989,105424.5517,15.94621,0.05369,69.98965,0.0134,92.45363,0.00053,0.00547,23126.08321,0.0
0.3045,37.0907,105428.69113,15.94684,0.05369,69.98791,0.0134,92.45253,0.00053,0.00547,23126.99124,0.0
0.3046,37.09151,105432.83067,15.94746,0.05369,69.98616,0.01341,92.45143,0.00053,0.00547,23127.89929,0.0
0.3047,37.09232,105436.97033,15.94809,0.05369,69.98441,0.01341,92.45033,0.00053,0.00547,23128.80737,0.0
0.3048,37.09313,105441.11011,15.94872,0.05369,69.98266,0.01341,92.44923,0.00053,0.00547,23129.71548,0.0
0.3049,37.09394,105445.25,15.94934,0.05369,69.98092,0.01341,92.44814,0.00053,0.00547,23130.62362,0.0
0.305,37.09475,105449.39001,15.94997,0.05369,69.97917,0.01341,92.44704,0.00053,0.00547,23131.53177,0.0
0.3051,37.09556,105453.53014,15.9506,0.05368,69.97742,0.01341,92.44594,0.00053,0.00547,23132.43996,0.0
0.3052,37.09637,105457.67039,15.95122,0.05368,69.97567,0.01341,92.44484,0.00053,0.00547,23133.34817,0.0
0.3053,37.09718,105461.81075,15.95185,0.05368,69.97392,0.01341,92.44374,0.00053,0.00547,23134.2564,0.0
0.3054,37.09799,105465.95123,15.95247,0.05368,69.97218,0.01341,92.44265,0.00053,0.00547,23135.16467,0.0
0.3055,37.0988,105470.09183,15.9531,0.05368,69.97043,0.01341,92.44155,0.00053,0.00547,23136.07295,0.0
0.3056,37.09961,105474.23254,15.95373,0.05368,69.96868,0.01341,92.44045,0.00053,0.00547,23136.98127,0.0
0.3057,37.10042,105478.37337,15.95435,0.05368,69.96693,0.01341,92.43935,0.00053,0.00547,23137.88961,0.0
0.3058,37.10123,105482.51432,15.95498,0.05367,69.96518,0.01341,92.43826,0.00053,0.00547,23138.79797,0.0
0.3059,37.10204,105486.65538,15.95561,0.05367,69.96343,0.01341,92.43716,0.00053,0.00547,23139.70636,0.0
0.306,37.10285,105490.79656,15.95623,0.05367,69.96169,0.01341,92.43606,0.00053,0.00547,23140.61477,0.0
0.3061,37.10366,105494.93786,15.95686,0.05367,69.95994,0.01341,92.43496,0.00053,0.00547,23141.52322,0.0
0.3062,37.10447,105499.07928,15.95748,0.05367,69.95819,0.01341,92.43387,0.00053,0.00547,23142.43168,0.0
0.3063,37.10528,105503.22081,15.95811,0.05367,69.95644,0.01341,92.43277,0.00053,0.00547,23143.34018,0.0
0.3064,37.10609,105507.36246,15.95874,0.05367,69.95469,0.01341,92.43167,0.00053,0.00547,23144.24869,0.0
0.3065,37.10689,105511.50423,15.95936,0.05366,69.95294,0.01342,92.43057,0.00053,0.00547,23145.15724,0.0
0.3066,37.1077,105515.64611,15.95999,0.05366,69.95119,0.01342,92.42947,0.00053,0.00547,23146.06581,0.0
0.3067,37.10851,105519.78811,15.96062,0.05366,69.94945,0.01342,92.42838,0.00053,0.00547,23146.9744,0.0
0.3068,37.10932,105523.93023,15.96124,0.05366,69.9477,0.01342,92.42728,0.00053,0.00547,23147.88302,0.0
0.3069,37.11013,105528.07246,15.96187,0.05366,69.94595,0.01342,92.42618,0.00054,0.00546,23148.79167,0.0
0.307,37.11094,105532.21482,15.9625,0.05366,69.9442,0.01342,92.42508,0.00054,0.00546,23149.70034,0.0
0.3071,37.11175,105536.35728,15.96312,0.05366,69.94245,0.01342,92.42399,0.00054,0.00546,23150.60904,0.0
0.3072,37.11256,105540.49987,15.96375,0.05366,69.9407,0.01342,92.42289,0.00054,0.00546,23151.51776,0.0
0.3073,37.11337,105544.64257,15.96438,0.05365,69.93895,0.01342,92.42179,0.00054,0.00546,23152.42651,0.0
0.3074,37.11418,105548.78539,15.965,0.05365,69.9372,0.01342,92.42069,0.00054,0.00546,23153.33529,0.0
0.3075,37.11499,105552.92833,15.96563,0.05365,69.93545,0.01342,92.4196,0.00054,0.00546,23154.24409,0.0
0.3076,37.1158,105557.07139,15.96626,0.05365,69.9337,0.01342,92.4185,0.00054,0.00546,23155.15292,0.0
0.3077,37.11661,105561.21456,15.96688,0.05365,69.93195,0.01342,92.4174,0.00054,0.00546,23156.06177,0.0
0.3078,37.11742,105565.35784,15.96751,0.05365,69.9302,0.01342,92.41631,0.00054,0.00546,23156.97065,0.0
0.3079,37.11823,105569.50125,15.96814,0.05365,69.92845,0.01342,92.41521,0.00054,0.00546,23157.87955,0.0
0.308,37.11904,105573.64477,15.96876,0.05364,69.9267,0.01342,92.41411,0.00054,0.00546,23158.78848,0.0
0.3081,37.11985,105577.78841,15.96939,0.05364,69.92495,0.01342,92.41301,0.00054,0.00546,23159.69743,0.0
0.3082,37.12066,105581.93217,15.97002,0.05364,69.9232,0.01342,92.41192,0.00054,0.00546,23160.60641,0.0
0.3083,37.12147,105586.07604,15.97064,0.05364,69.92145,0.01342,92.41082,0.00054,0.00546,23161.51542,0.0
0.3084,37.12228,105590.22003,15.97127,0.05364,69.9197,0.01343,92.40972,0.00054,0.00546,23162.42445,0.0
0.3085,37.12309,105594.36414,15.9719,0.05364,69.91795,0.01343,92.40862,0.00054,0.00546,23163.33351,0.0
0.3086,37.1239,105598.50836,15.97252,0.05364,69.9162,0.01343,92.40753,0.00054,0.00546,23164.24259,0.0
0.3087,37.12471,105602.65271,15.97315,0.05364,69.91445,0.01343,92.40643,0.00054,0.00546,23165.1517,0.0
0.3088,37.12552,105606.79717,15.97378,0.05363,69.9127,0.01343,92.40533,0.00054,0.00546,23166.06084,0.0
0.3089,37.12633,105610.94174,15.9744,0.05363,69.91095,0.01343,92.40424,0.00054,0.00546,23166.97,0.0
0.309,37.12714,105615.08643,15.97503,0.05363,69.9092,0.01343,92.40314,0.00054,0.00546,23167.87918,0.0
0.3091,37.12795,105619.23124,15.97566,0.05363,69.90745,0.01343,92.40204,0.00054,0.00546,23168.78839,0.0
0.3092,37.12876,105623.37617,15.97629,0.05363,69.9057,0.01343,92.40094,0.00054,0.00546,23169.69763,0.0
0.3093,37.12958,105627.52122,15.97691,0.05363,69.90395,0.01343,92.39985,0.00054,0.00546,23170.60689,0.0
0.3094,37.13039,105631.66638,15.97754,0.05363,69.9022,0.01343,92.39875,0.00054,0.00546,23171.51618,0.0
0.3095,37.1312,105635.81165,15.97817,0.05362,69.90045,0.01343,92.39765,0.00054,0.00546,23172.4255,0.0
0.3096,37.13201,105639.95705,15.97879,0.05362,69.89869,0.01343,92.39656,0.00054,0.00546,23173.33484,0.0
0.3097,37.13282,105644.10256,15.97942,0.05362,69.89694,0.01343,92.39546,0.00054,0.00546,23174.2442,0.0
0.3098,37.13363,105648.24819,15.98005,0.05362,69.89519,0.01343,92.39436,0.00054,0.00546,23175.15359,0.0
0.3099,37.13444,105652.39394,15.98067,0.05362,69.89344,0.01343,92.39326,0.00054,0.00546,23176.06301,0.0
0.31,37.13525,105656.5398,15.9813,0.05362,69.89169,0.01343,92.39217,0.00054,0.00546,23176.97245,0.0
0.3101,37.13606,105660.68578,15.98193,0.05362,69.88994,0.01343,92.39107,0.00054,0.00546,23177.88192,0.0
0.3102,37.13687,105664.83188,15.98256,0.05362,69.88819,0.01343,92.38997,0.00054,0.00546,23178.79142,0.0
0.3103,37.13768,105668.9781,15.98318,0.05361,69.88644,0.01344,92.38888,0.00054,0.00546,23179.70094,0.0
0.3104,37.13849,105673.12443,15.98381,0.05361,69.88468,0.01344,92.38778,0.00054,0.00546,23180.61048,0.0
0.3105,37.1393,105677.27088,15.98444,0.05361,69.88293,0.01344,92.38668,0.00054,0.00546,23181.52005,0.0
0.3106,37.14011,105681.41744,15.98506,0.05361,69.88118,0.01344,92.38559,0.00054,0.00546,23182.42965,0.0
0.3107,37.14092,105685.56413,15.98569,0.05361,69.87943,0.01344,92.38449,0.00054,0.00546,23183.33927,0.0
0.3108,37.14173,105689.71093,15.98632,0.05361,69.87768,0.01344,92.38339,0.00054,0.00546,23184.24892,0.0
0.3109,37.14254,105693.85784,15.98695,0.05361,69.87593,0.01344,92.3823,0.00054,0.00546,23185.15859,0.0
0.311,37.14335,105698.00488,15.98757,0.0536,69.87417,0.01344,92.3812,0.00054,0.00546,23186.06829,0.0
0.3111,37.14416,105702.15203,15.9882,0.0536,69.87242,0.01344,92.3801,0.00054,0.00546,23186.97802,0.0
0.3112,37.14497,105706.2993,15.98883,0.0536,69.87067,0.01344,92.379,0.00054,0.00546,23187.88777,0.0
0.3113,37.14578,105710.44668,15.98946,0.0536,69.86892,0.01344,92.37791,0.00054,0.00546,23188.79755,0.0
0.3114,37.14659,105714.59419,15.99008,0.0536,69.86717,0.01344,92.37681,0.00054,0.00546,23189.70735,0.0
0.3115,37.1474,105718.74181,15.99071,0.0536,69.86541,0.01344,92.37571,0.00054,0.00546,23190.61718,0.0
0.3116,37.14821,105722.88954,15.99134,0.0536,69.86366,0.01344,92.37462,0.00054,0.00546,23191.52703,0.0
0.3117,37.14902,105727.0374,15.99197,0.0536,69.86191,0.01344,92.37352,0.00054,0.00546,23192.43691,0.0
0.3118,37.14983,105731.18537,15.99259,0.05359,69.86016,0.01344,92.37242,0.00054,0.00546,23193.34681,0.0
0.3119,37.15064,105735.33346,15.99322,0.05359,69.8584,0.01344,92.37133,0.00054,0.00546,23194.25674,0.0
0.312,37.15145,105739.48166,15.99385,0.05359,69.85665,0.01344,92.37023,0.00054,0.00546,23195.1667,0.0
0.3121,37.15226,105743.62998,15.99447,0.05359,69.8549,0.01344,92.36913,0.00054,0.00546,23196.07668,0.0
0.3122,37.15307,105747.77842,15.9951,0.05359,69.85315,0.01345,92.36804,0.00054,0.00546,23196.98669,0.0
0.3123,37.15388,105751.92698,15.99573,0.05359,69.85139,0.01345,92.36694,0.00054,0.00546,23197.89672,0.0
0.3124,37.15469,105756.07565,15.99636,0.05359,69.84964,0.01345,92.36584,0.00054,0.00546,23198.80678,0.0
0.3125,37.1555,105760.22444,15.99698,0.05358,69.84789,0.01345,92.36475,0.00055,0.00545,23199.71687,0.0
0.3126,37.15631,105764.37335,15.99761,0.05358,69.84613,0.01345,92.36365,0.00055,0.00545,23200.62698,0.0
0.3127,37.15712,105768.52238,15.99824,0.05358,69.84438,0.01345,92.36256,0.00055,0.00545,23201.53711,0.0
0.3128,37.15793,105772.67152,15.99887,0.05358,69.84263,0.01345,92.36146,0.00055,0.00545,23202.44728,0.0
0.3129,37.15875,105776.82078,15.9995,0.05358,69.84087,0.01345,92.36036,0.00055,0.00545,23203.35746,0.0
0.313,37.15956,105780.97016,16.00012,0.05358,69.83912,0.01345,92.35927,0.00055,0.00545,23204.26768,0.0
0.3131,37.16037,105785.11965,16.00075,0.05358,69.83737,0.01345,92.35817,0.00055,0.00545,23205.17792,0.0
0.3132,37.16118,105789.26926,16.00138,0.05357,69.83561,0.01345,92.35707,0.00055,0.00545,23206.08818,0.0
0.3133,37.16199,105793.41899,16.00201,0.05357,69.83386,0.01345,92.35598,0.00055,0.00545,23206.99847,0.0
0.3134,37.1628,105797.56883,16.00263,0.05357,69.83211,0.01345,92.35488,0.00055,0.00545,23207.90879,0.0
0.3135,37.16361,105801.71879,16.00326,0.05357,69.83035,0.01345,92.35378,0.00055,0.00545,23208.81913,0.0
0.3136,37.16442,105805.86887,16.00389,0.05357,69.8286,0.01345,92.35269,0.00055,0.00545,23209.7295,0.0
0.3137,37.16523,105810.01907,16.00452,0.05357,69.82685,0.01345,92.35159,0.00055,0.00545,23210.63989,0.0
0.3138,37.16604,105814.16938,16.00514,0.05357,69.82509,0.01345,92.35049,0.00055,0.00545,23211.55031,0.0
0.3139,37.16685,105818.31981,16.00577,0.05357,69.82334,0.01345,92.3494,0.00055,0.00545,23212.46075,0.0
0.314,37.16766,105822.47036,16.0064,0.05356,69.82158,0.01346,92.3483,0.00055,0.00545,23213.37122,0.0
0.3141,37.16847,105826.62102,16.00703,0.05356,69.81983,0.01346,92.34721,0.00055,0.00545,23214.28172,0.0
0.3142,37.16928,105830.77181,16.00766,0.05356,69.81808,0.01346,92.34611,0.00055,0.00545,23215.19224,0.0
0.3143,37.17009,105834.9227,16.00828,0.05356,69.81632,0.01346,92.34501,0.00055,0.00545,23216.10279,0.0
0.3144,37.1709,105839.07372,16.00891,0.05356,69.81457,0.01346,92.34392,0.00055,0.00545,23217.01336,0.0
0.3145,37.17171,105843.22485,16.00954,0.05356,69.81281,0.01346,92.34282,0.00055,0.00545,23217.92396,0.0
0.3146,37.17252,105847.3761,16.01017,0.05356,69.81106,0.01346,92.34172,0.00055,0.00545,23218.83458,0.0
0.3147,37.17333,105851.52747,16.0108,0.05355,69.8093,0.01346,92.34063,0.00055,0.00545,23219.74523,0.0
0.3148,37.17415,105855.67896,16.01142,0.05355,69.80755,0.01346,92.33953,0.00055,0.00545,23220.65591,0.0
0.3149,37.17496,105859.83056,16.01205,0.05355,69.8058,0.01346,92.33844,0.00055,0.00545,23221.56661,0.0
0.315,37.17577,105863.98228,16.01268,0.05355,69.80404,0.01346,92.33734,0.00055,0.00545,23222.47734,0.0
0.3151,37.17658,105868.13411,16.01331,0.05355,69.80229,0.01346,92.33624,0.00055,0.00545,23223.38809,0.0
0.3152,37.17739,105872.28606,16.01394,0.05355,69.80053,0.01346,92.33515,0.00055,0.00545,23224.29887,0.0
0.3153,37.1782,105876.43813,16.01456,0.05355,69.79878,0.01346,92.33405,0.00055,0.00545,23225.20967,0.0
0.3154,37.17901,105880.59032,16.01519,0.05355,69.79702,0.01346,92.33296,0.00055,0.00545,23226.1205,0.0
0.3155,37.17982,105884.74263,16.01582,0.05354,69.79527,0.01346,92.33186,0.00055,0.00545,23227.03136,0.0
0.3156,37.18063,105888.89505,16.01645,0.05354,69.79351,0.01346,92.33076,0.00055,0.00545,23227.94224,0.0
0.3157,37.18144,105893.04759,16.01708,0.05354,69.79176,0.01346,92.32967,0.00055,0.00545,23228.85314,0.0
0.3158,37.18225,105897.20024,16.0177,0.05354,69.79,0.01346,92.32857,0.00055,0.00545,23229.76408,0.0
0.3159,37.18306,105901.35301,16.01833,0.05354,69.78825,0.01347,92.32748,0.00055,0.00545,23230.67504,0.0
0.316,37.18387,105905.5059,16.01896,0.05354,69.78649,0.01347,92.32638,0.00055,0.00545,23231.58602,0.0
0.3161,37.18468,105909.65891,16.01959,0.05354,69.78473,0.01347,92.32528,0.00055,0.00545,23232.49703,0.0
0.3162,37.18549,105913.81204,16.02022,0.05353,69.78298,0.01347,92.32419,0.00055,0.00545,23233.40806,0.0
0.3163,37.18631,105917.96528,16.02084,0.05353,69.78122,0.01347,92.32309,0.00055,0.00545,23234.31913,0.0
0.3164,37.18712,105922.11864,16.02147,0.05353,69.77947,0.01347,92.322,0.00055,0.00545,23235.23021,0.0
0.3165,37.18793,105926.27211,16.0221,0.05353,69.77771,0.01347,92.3209,0.00055,0.00545,23236.14133,0.0
0.3166,37.18874,105930.4257,16.02273,0.05353,69.77596,0.01347,92.3198,0.00055,0.00545,23237.05246,0.0
0.3167,37.18955,105934.57941,16.02336,0.05353,69.7742,0.01347,92.31871,0.00055,0.00545,23237.96363,0.0
0.3168,37.19036,105938.73324,16.02399,0.05353,69.77244,0.01347,92.31761,0.00055,0.00545,23238.87482,0.0
0.3169,37.19117,105942.88719,16.02461,0.05353,69.77069,0.01347,92.31652,0.00055,0.00545,23239.78603,0.0
0.317,37.19198,105947.04125,16.02524,0.05352,69.76893,0.01347,92.31542,0.00055,0.00545,23240.69727,0.0
0.3171,37.19279,105951.19543,16.02587,0.05352,69.76718,0.01347,92.31432,0.00055,0.00545,23241.60854,0.0
0.3172,37.1936,105955.34972,16.0265,0.05352,69.76542,0.01347,92.31323,0.00055,0.00545,23242.51983,0.0
0.3173,37.19441,105959.50413,16.02713,0.05352,69.76366,0.01347,92.31213,0.00055,0.00545,23243.43115,0.0
0.3174,37.19522,105963.65866,16.02776,0.05352,69.76191,0.01347,92.31104,0.00055,0.00545,23244.34249,0.0
0.3175,37.19603,105967.81331,16.02838,0.05352,69.76015,0.01347,92.30994,0.00055,0.00545,23245.25386,0.0
0.3176,37.19685,105971.96808,16.02901,0.05352,69.7584,0.01347,92.30885,0.00055,0.00545,23246.16526,0.0
0.3177,37.19766,105976.12296,16.02964,0.05351,69.75664,0.01347,92.30775,0.00055,0.00545,23247.07668,0.0
0.3178,37.19847,105980.27796,16.03027,0.05351,69.75488,0.01348,92.30665,0.00055,0.00545,23247.98813,0.0
0.3179,37.19928,105984.43307,16.0309,0.05351,69.75313,0.01348,92.30556,0.00055,0.00545,23248.8996,0.0
0.318,37.20009,105988.5883,16.03153,0.05351,69.75137,0.01348,92.30446,0.00055,0.00545,23249.8111,0.0
0.3181,37.2009,105992.74365,16.03216,0.05351,69.74961,0.01348,92.30337,0.00056,0.00544,23250.72262,0.0
0.3182,37.20171,105996.89912,16.03278,0.05351,69.74785,0.01348,92.30227,0.00056,0.00544,23251.63417,0.0
0.3183,37.20252,106001.05471,16.03341,0.05351,69.7461,0.01348,92.30118,0.00056,0.00544,23252.54574,0.0
0.3184,37.20333,106005.21041,16.03404,0.0535,69.74434,0.01348,92.30008,0.00056,0.00544,23253.45734,0.0
0.3185,37.20414,106009.36623,16.03467,0.0535,69.74258,0.01348,92.29899,0.00056,0.00544,23254.36897,0.0
0.3186,37.20495,106013.52216,16.0353,0.0535,69.74083,0.01348,92.29789,0.00056,0.00544,23255.28062,0.0
0.3187,37.20577,106017.67821,16.03593,0.0535,69.73907,0.01348,92.29679,0.00056,0.00544,23256.1923,0.0
0.3188,37.20658,106021.83439,16.03656,0.0535,69.73731,0.01348,92.2957,0.00056,0.00544,23257.104,0.0
0.3189,37.20739,106025.99067,16.03718,0.0535,69.73555,0.01348,92.2946,0.00056,0.00544,23258.01573,0.0
0.319,37.2082,106030.14708,16.03781,0.0535,69.7338,0.01348,92.29351,0.00056,0.00544,23258.92749,0.0
0.3191,37.20901,106034.3036,16.03844,0.0535,69.73204,0.01348,92.29241,0.00056,0.00544,23259.83927,0.0
0.3192,37.20982,106038.46024,16.03907,0.05349,69.73028,0.01348,92.29132,0.00056,0.00544,23260.75108,0.0
0.3193,37.21063,106042.61699,16.0397,0.05349,69.72852,0.01348,92.29022,0.00056,0.00544,23261.66291,0.0
0.3194,37.21144,106046.77387,16.04033,0.05349,69.72677,0.01348,92.28913,0.00056,0.00544,23262.57477,0.0
0.3195,37.21225,106050.93086,16.04096,0.05349,69.72501,0.01348,92.28803,0.00056,0.00544,23263.48665,0.0
0.3196,37.21306,106055.08796,16.04159,0.05349,69.72325,0.01348,92.28694,0.00056,0.00544,23264.39856,0.0
0.3197,37.21388,106059.24519,16.04221,0.05349,69.72149,0.01349,92.28584,0.00056,0.00544,23265.31049,0.0
0.3198,37.21469,106063.40253,16.04284,0.05349,69.71974,0.01349,92.28475,0.00056,0.00544,23266.22245,0.0
0.3199,37.2155,106067.55999,16.04347,0.05348,69.71798,0.01349,92.28365,0.00056,0.00544,23267.13444,0.0
0.32,37.21631,106071.71757,16.0441,0.05348,69.71622,0.01349,92.28255,0.00056,0.00544,23268.04645,0.0
0.3201,37.21712,106075.87526,16.04473,0.05348,69.71446,0.01349,92.28146,0.00056,0.00544,23268.95849,0.0
0.3202,37.21793,106080.03307,16.04536,0.05348,69.7127,0.01349,92.28036,0.00056,0.00544,23269.87055,0.0
0.3203,37.21874,106084.191,16.04599,0.05348,69.71094,0.01349,92.27927,0.00056,0.00544,23270.78264,0.0
0.3204,37.21955,106088.34904,16.04662,0.05348,69.70919,0.01349,92.27817,0.00056,0.00544,23271.69476,0.0
0.3205,37.22036,106092.50721,16.04725,0.05348,69.70743,0.01349,92.27708,0.00056,0.00544,23272.6069,0.0
